id,app_id,developer,publisher,engine,genres,themes,game_modes,igdb_id,collected_at
3682,1488200,Dancing Dragon Games,Freedom Games,,"['Role-playing (RPG)', 'Strategy', 'Tactical', 'Adventure', 'Indie']","['Fantasy', 'Drama', 'Warfare', 'Romance']",['Single player'],192840,2026-05-24 13:33:03.981859
3683,1488640,Eclipse Game Labs,Patrick Simeon,Unity 2020,"['Shooter', 'Indie', 'Arcade']","['Action', 'Fantasy', 'Comedy']",['Single player'],143014,2026-05-24 13:33:04.785038
3684,1490610,Studio HG,Studio HG,,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Indie']","['Action', 'Science fiction']",['Single player'],107143,2026-05-24 13:33:05.698081
3685,1491000,MY.GAMES,MY.GAMES,Unreal Engine 5,"['Shooter', 'Simulator', 'Tactical']","['Action', 'Science fiction', 'Warfare']","['Multiplayer', 'Co-operative']",226343,2026-05-24 13:33:06.608964
3686,1491670,Visai Games,Visai Games,Unity,"['Puzzle', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']","['Drama', 'Kids', 'Romance']",['Single player'],141704,2026-05-24 13:33:07.409867
3687,1492070,Wales Interactive,Wales Interactive,Unity,"['Shooter', 'Indie']","['Action', 'Horror', 'Survival']","['Single player', 'Multiplayer', 'Co-operative']",182116,2026-05-24 13:33:08.273851
3688,1492930,,,,[],[],['Single player'],158676,2026-05-24 13:33:09.115496
3689,1494420,Bohemia Incubator,Bohemia Interactive,Unity,"['Shooter', 'Real Time Strategy (RTS)', 'Strategy', 'Indie']","['Action', 'Science fiction', 'Warfare']","['Single player', 'Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",247621,2026-05-24 13:33:09.916395
3690,1494810,Nikola Todorovic,Nikola Todorovic,Unity3D,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']","['Action', 'Fantasy', 'Horror', 'Survival']",['Single player'],148700,2026-05-24 13:33:10.811572
3691,1495250,,,,"['Racing', 'Indie']",[],"['Single player', 'Multiplayer']",159489,2026-05-24 13:33:11.645762
3692,1496790,WB Games Montréal,WB Games,Unreal Engine 4,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']","['Action', 'Open world', 'Mystery']","['Single player', 'Multiplayer', 'Co-operative']",136993,2026-05-24 13:33:12.447371
3693,1497440,Genki,Genki,,"['Role-playing (RPG)', 'Adventure']","['Action', 'Fantasy']","['Single player', 'Multiplayer']",45000,2026-05-24 13:33:13.261644
3694,1497640,BlankMediaGames,,,"['Strategy', 'Indie']",['Mystery'],['Multiplayer'],181143,2026-05-24 13:33:14.050297
3695,1499520,,,,"['Strategy', 'Adventure']",[],[],171760,2026-05-24 13:33:14.833153
3696,1501750,Bungie,Bungie,,"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy']","['Action', 'Fantasy', 'Horror']","['Single player', 'Multiplayer']",800,2026-05-24 13:33:15.738229
3697,1504500,SIGONO INC.,SIGONO INC.,Unity,"['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",[],['Single player'],200915,2026-05-24 13:33:16.545651
3698,1504570,GSQ Games,Gamirror Games,,"['Simulator', 'Strategy', 'Indie']","['Fantasy', 'Historical', 'Sandbox', '4X (explore, expand, exploit, and exterminate)']",['Single player'],166053,2026-05-24 13:33:17.438933
3699,1506630,,,,"['Simulator', 'Adventure', 'Indie']",['Action'],['Single player'],157444,2026-05-24 13:33:19.017570
3700,1506830,EA Vancouver,EA Sports,Frostbite,"['Simulator', 'Sport']","['Action', 'Non-fiction']","['Single player', 'Multiplayer', 'Co-operative', 'Split screen', 'Massively Multiplayer Online (MMO)']",154986,2026-05-24 13:33:19.860448
3701,1507580,Dumativa Game Studio,Nuuvem,Unity,"['Puzzle', 'Adventure', 'Indie']","['Action', 'Horror', 'Survival']",['Single player'],140133,2026-05-24 13:33:20.655411
3702,1509060,,,,"['Strategy', 'Indie']",[],"['Single player', 'Multiplayer', 'Massively Multiplayer Online (MMO)']",201422,2026-05-24 13:33:21.448244
3703,1509510,Gleamer Studio,Gleamer Studio,Unity,"['Simulator', 'Strategy', 'Indie']","['Survival', 'Sandbox']",['Single player'],158413,2026-05-24 13:33:22.241613
3704,1509960,TECOPARK,TECOPARK,,"['Puzzle', 'Indie']",['Action'],"['Multiplayer', 'Co-operative']",33027,2026-05-24 13:33:23.032423
3705,1512530,,,,['Indie'],[],"['Multiplayer', 'Massively Multiplayer Online (MMO)']",156566,2026-05-24 13:33:23.823222
3706,1515210,Rusty Lake,Rusty Lake,Unity,"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']","['Horror', 'Thriller', 'Mystery']","['Single player', 'Multiplayer', 'Co-operative']",147340,2026-05-24 13:33:24.731051
3707,1515950,Capcom,Capcom,,['Platform'],['Action'],"['Single player', 'Multiplayer']",148745,2026-05-24 13:33:25.538992
3708,1517290,EA Digital Illusions CE,Electronic Arts,Frostbite 3,['Shooter'],"['Action', 'Warfare']","['Multiplayer', 'Co-operative', 'Battle Royale']",125166,2026-05-24 13:33:26.439984
3709,1519350,EA Orlando,EA Sports,,"['Simulator', 'Sport', 'Strategy']","['Action', 'Non-fiction']","['Single player', 'Multiplayer', 'Co-operative']",152480,2026-05-24 13:33:28.141809
3710,1520370,Santa Goat,Santa Goat,Unity,"['Racing', 'Simulator', 'Adventure', 'Indie']",['Survival'],['Single player'],185724,2026-05-24 13:33:28.930447
3711,1520470,GKD Game Studio,GKD Game Studio,,"['Role-playing (RPG)', 'Strategy', 'Adventure']","['Action', 'Horror', 'Survival']","['Single player', 'Multiplayer', 'Co-operative']",149761,2026-05-24 13:33:29.722768
3712,1521580,yeswecamp,yeswecamp,,"['Strategy', 'Indie']",['Action'],"['Single player', 'Multiplayer', 'Co-operative']",157499,2026-05-24 13:33:30.529360
3713,1522820,Robot Entertainment,Robot Entertainment,Unreal Engine 4,"['Shooter', 'Puzzle', 'Strategy', 'Adventure', 'Indie']","['Action', 'Fantasy']","['Single player', 'Multiplayer', 'Co-operative']",121754,2026-05-24 13:33:31.346931
3714,1522870,Supra Games UG,Supra Games UG,Unreal Engine 4,"['Platform', 'Puzzle', 'Adventure', 'Indie']","['Action', 'Comedy', 'Open world']",['Single player'],172903,2026-05-24 13:33:32.172873
3715,1525700,Untitled Studio,WhisperGames,Unity,"['Simulator', 'Strategy', 'Indie']","['Historical', 'Sandbox']",['Single player'],148900,2026-05-24 13:33:32.968171
3716,1526490,SaltyEgg Studio,SaltyEgg Studio,,['Indie'],"['Horror', 'Survival', 'Mystery']","['Single player', 'Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)', 'Battle Royale']",143693,2026-05-24 13:33:34.732932
3717,1527460,,,,"['Role-playing (RPG)', 'Indie']",['Action'],"['Single player', 'Multiplayer']",291180,2026-05-24 13:33:35.653185
3718,1527950,Shiro Games,Shiro Unlimited,Heaps.io,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Adventure', 'Indie']","['Survival', 'Sandbox', 'Open world']","['Single player', 'Multiplayer', 'Co-operative']",152257,2026-05-24 13:33:36.555044
3719,1532690,The Parasight,Focus Entertainment,Unreal Engine 4,"['Role-playing (RPG)', 'Adventure', 'Indie']","['Action', 'Fantasy']",['Single player'],152129,2026-05-24 13:33:37.353543
3720,1533390,Another Axiom,Another Axiom,Unity,"['Platform', 'Indie', 'Arcade']",['Action'],['Multiplayer'],143228,2026-05-24 13:33:38.156814
3721,1533420,Ben Esposito,Annapurna Interactive,Unity,"['Shooter', 'Platform', 'Indie', 'Arcade', 'Visual Novel']","['Action', 'Fantasy']",['Single player'],143612,2026-05-24 13:33:38.980774
3722,1536610,OpenTTD Team,OpenTTD Team,,"['Simulator', 'Strategy', 'Indie']","['Business', 'Sandbox']","['Single player', 'Multiplayer', 'Co-operative']",18074,2026-05-24 13:33:39.877094
3723,1540150,Andy Law,,,['Indie'],['Action'],['Single player'],157146,2026-05-24 13:33:40.773426
3724,1540960,,,,"['Strategy', 'Indie']",[],['Single player'],148982,2026-05-24 13:33:41.585298
3725,1543030,Softstar Technology (Beijing),CubeGame,Unreal Engine 4,"['Role-playing (RPG)', 'Adventure']","['Action', 'Fantasy']",['Single player'],122105,2026-05-24 13:33:42.392843
3726,1544020,Striking Distance Studios,Skybound Games,Unreal Engine 4,"['Shooter', 'Adventure']","['Action', 'Science fiction', 'Horror', 'Survival']",['Single player'],141538,2026-05-24 13:33:43.186362
3727,1545560,Mimimi Games,Mimimi Games,Unity,"['Role-playing (RPG)', 'Strategy', 'Tactical', 'Adventure', 'Indie']","['Action', 'Fantasy', 'Stealth', 'Sandbox']",['Single player'],233307,2026-05-24 13:33:44.889585
3728,1546320,Media.Vision,Sega,CANVAS Engine,"['Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Tactical']","['Action', 'Fantasy', 'Drama', 'Warfare']",['Single player'],14675,2026-05-24 13:33:45.722458
3729,1546970,Grove Street Games,Netflix,Unreal Engine 4,"['Shooter', 'Racing', 'Adventure']","['Action', 'Business', 'Open world']",['Single player'],178123,2026-05-24 13:33:46.618254
3730,1546990,Grove Street Games,Netflix,Unreal Engine 4,"['Shooter', 'Racing', 'Adventure']","['Action', 'Comedy', 'Open world']",['Single player'],178125,2026-05-24 13:33:47.420070
3731,1547000,Grove Street Games,Netflix,Unreal Engine 4,"['Shooter', 'Racing', 'Adventure']","['Action', 'Open world']",['Single player'],178126,2026-05-24 13:33:48.234904
3732,1547890,Springloaded,No More Robots,,"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure']",['Business'],['Single player'],146395,2026-05-24 13:33:49.125970
3733,1548850,Highwire Games,Victura,Unreal Engine 4,"['Shooter', 'Tactical']","['Action', 'Survival', 'Historical', 'Stealth', 'Drama', 'Warfare']","['Single player', 'Multiplayer', 'Co-operative']",143482,2026-05-24 13:33:50.063716
3734,1549180,Fntastic,MYTONA,Unreal Engine 4,"['Role-playing (RPG)', 'Strategy', 'Adventure']","['Action', 'Horror', 'Survival', 'Stealth']","['Multiplayer', 'Co-operative']",176677,2026-05-24 13:33:50.854561
3735,1549970,Cold Iron Studios,Focus Entertainment,Unreal Engine 4,"['Shooter', 'Role-playing (RPG)']","['Action', 'Science fiction', 'Horror']","['Single player', 'Multiplayer', 'Co-operative']",144153,2026-05-24 13:33:51.781518
3736,1551220,,,,['Strategy'],[],"['Multiplayer', 'Massively Multiplayer Online (MMO)']",149687,2026-05-24 13:33:52.596196
3737,1551360,Playground Games,Xbox Game Studios,ForzaTech,"['Racing', 'Sport']",['Open world'],"['Single player', 'Multiplayer', 'Co-operative']",171270,2026-05-24 13:33:53.387041
3738,1555650,Oleander Garden,Hex Code Coven,,"['Shooter', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']","['Horror', 'Survival']",['Single player'],153342,2026-05-24 13:33:55.786556
3739,1555710,,,,[],['Action'],['Single player'],145435,2026-05-24 13:33:56.573235
3740,1556200,Illfonic,Illfonic,,[],['Action'],['Multiplayer'],361905,2026-05-24 13:33:57.406171
3741,1556790,M2H,M2H,Unity,"['Shooter', 'Simulator', 'Strategy', 'Indie']","['Action', 'Historical', 'Warfare']","['Single player', 'Multiplayer', 'Co-operative']",158603,2026-05-24 13:33:58.201566
3742,1557740,philRaco,philRaco,GameMaker Studio,"['Platform', 'Role-playing (RPG)', 'Adventure']",['Action'],['Single player'],265687,2026-05-24 13:33:59.989224
3743,1557990,,,,"['Fighting', 'Strategy']",['Action'],"['Multiplayer', 'Co-operative', 'Battle Royale']",151096,2026-05-24 13:34:00.785672
3744,1559390,JSL ENTERTAINMENT,JSL ENTERTAINMENT,Unity,['Role-playing (RPG)'],[],['Single player'],182359,2026-05-24 13:34:01.581225
3745,1560560,,,,"['Strategy', 'Adventure', 'Indie']",[],['Single player'],168634,2026-05-24 13:34:02.374713
3746,1562420,Dreambyte Games,Dreambyte Games,Unity,"['Adventure', 'Indie']","['Action', 'Horror']","['Single player', 'Multiplayer', 'Co-operative']",157027,2026-05-24 13:34:04.076872
3747,1562430,,,,[],[],[],395816,2026-05-24 13:34:04.872568
3748,1562700,WONDER POTION,Neowiz,Unity,"['Platform', 'Adventure', 'Indie']","['Action', 'Science fiction']",['Single player'],144569,2026-05-24 13:34:05.668982
3749,1563180,Cheesecake Dev,Cheesecake Dev,,"['Simulator', 'Strategy', 'Adventure', 'Indie']","['Action', 'Business', 'Non-fiction']",['Single player'],160171,2026-05-24 13:34:06.474187
3750,1567020,Supermassive Games,Bandai Namco Entertainment,Unreal Engine 4,['Adventure'],"['Horror', 'Thriller', 'Survival']","['Single player', 'Multiplayer', 'Co-operative']",178361,2026-05-24 13:34:07.401281
3751,1568330,Minimol Games,Minimol Games,,"['Puzzle', 'Simulator', 'Strategy']",['Action'],['Single player'],149571,2026-05-24 13:34:08.385710
3752,1568440,"Three-Sixty Pacific, Inc.",Ziggurat Interactive,,"['Simulator', 'Strategy']","['Action', 'Historical']",['Single player'],155228,2026-05-24 13:34:09.301224
3753,1568450,,,,"['Simulator', 'Strategy', 'Adventure']",[],['Single player'],69849,2026-05-24 13:34:10.188618
3754,1569040,Sports Interactive,Sega,,"['Simulator', 'Sport', 'Strategy']","['Business', 'Non-fiction', 'Sandbox']","['Single player', 'Multiplayer']",168537,2026-05-24 13:34:11.101008
3755,1569580,Dogubomb,Raw Fury,Unity,"['Puzzle', 'Strategy', 'Adventure', 'Indie']",['Mystery'],['Single player'],149657,2026-05-24 13:34:11.893462
3756,1570010,Okomotive,Frontier Foundry,Unity,"['Platform', 'Puzzle', 'Adventure', 'Indie']","['Action', 'Mystery']",['Single player'],152259,2026-05-24 13:34:12.713616
3757,1570070,Paintbucket Games,Alawar Premium,Unity,"['Point-and-click', 'Simulator', 'Strategy', 'Adventure', 'Indie']","['Stealth', 'Drama']",['Single player'],186882,2026-05-24 13:34:13.561219
3758,1571440,Manic Mice,Manic Mice,,"['Adventure', 'Indie']","['Action', 'Horror']","['Single player', 'Multiplayer', 'Co-operative']",145855,2026-05-24 13:34:14.455834
3759,1574240,Lovely Hellplace,DreadXP,Unity,"['Role-playing (RPG)', 'Adventure', 'Indie']","['Action', 'Fantasy', 'Horror', 'Open world']",['Single player'],159735,2026-05-24 13:34:15.252335
3760,1574580,Bad Viking,Iceberg Interactive,,"['Puzzle', 'Role-playing (RPG)', 'Simulator', 'Adventure']",['Mystery'],['Single player'],186597,2026-05-24 13:34:16.048421
3761,1575870,maxestla,maxestla,Unreal Engine 4,"['Shooter', 'Strategy', 'Indie', 'Arcade']","['Action', 'Party']",['Multiplayer'],152406,2026-05-24 13:34:16.840692
3762,1577120,Supermassive Games,2K Games,Unreal Engine 4,['Adventure'],"['Action', 'Fantasy', 'Horror', 'Survival']","['Single player', 'Multiplayer', 'Co-operative']",194404,2026-05-24 13:34:17.640484
3763,1578390,Viking,Viking,,"['Racing', 'Simulator', 'Indie']","['Sandbox', 'Open world']",['Single player'],162411,2026-05-24 13:34:18.534244
3764,1578650,Jump Over the Age,Fellow Traveller,Unity,"['Role-playing (RPG)', 'Adventure', 'Indie']",['Science fiction'],['Single player'],152271,2026-05-24 13:34:19.326934
3765,1579380,,,,[],[],['Single player'],331844,2026-05-24 13:34:20.171929
3766,1582650,Plane Toast,Dear Villagers,Unreal Engine 5,"['Platform', 'Puzzle', 'Adventure', 'Indie']",['Action'],['Single player'],145029,2026-05-24 13:34:21.031923
3767,1583230,Squanch Games,Squanch Games,Unreal Engine 4,"['Shooter', 'Adventure']","['Action', 'Science fiction', 'Comedy']",['Single player'],253091,2026-05-24 13:34:21.827772
3768,1583320,Skywall Studios,Skywall Studios,,"['Real Time Strategy (RTS)', 'Sport', 'Indie']",['Action'],"['Single player', 'Multiplayer']",182202,2026-05-24 13:34:22.626383
3769,1584090,二色幽紫蝶,Phoenixx Inc.,,"['Music', 'Role-playing (RPG)', 'Simulator', 'Indie']","['Fantasy', 'Comedy', 'Business', 'Drama']",['Single player'],153963,2026-05-24 13:34:23.418256
3770,1585180,Just2D,Deck13,Unity,"['Role-playing (RPG)', 'Adventure', 'Indie']","['Action', 'Fantasy']",['Single player'],141490,2026-05-24 13:34:24.214428
3771,1585220,Half Asleep,Half Asleep,Unity,"['Music', 'Puzzle', 'Indie', 'Arcade']","['Action', 'Comedy']",['Single player'],157756,2026-05-24 13:34:25.117841
3772,1587130,Hyperstrange,New Blood Interactive,Unity,"['Shooter', 'Role-playing (RPG)']","['Action', 'Horror', 'Survival', 'Stealth', 'Sandbox', 'Open world']",['Single player'],188555,2026-05-24 13:34:26.011921
3773,1588010,HB Studios,2K,,"['Role-playing (RPG)', 'Simulator', 'Sport']",['Non-fiction'],"['Single player', 'Multiplayer', 'Co-operative']",214135,2026-05-24 13:34:26.806690
3774,1590910,Byte Barrel,Fulqrum Publishing,Unreal Engine 4,"['Shooter', 'Indie']","['Action', 'Fantasy', 'Horror']",['Single player'],165479,2026-05-24 13:34:27.614825
3775,1591520,RIVERSIDE SPORTS,RIVERSIDE SPORTS,Unity,"['Shooter', 'Tactical', 'Arcade']",['Action'],"['Single player', 'Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",186132,2026-05-24 13:34:28.420486
3776,1592190,Stress Level Zero,Stress Level Zero,Unity 2021,"['Shooter', 'Simulator', 'Adventure', 'Indie']","['Action', 'Sandbox']",['Single player'],198230,2026-05-24 13:34:29.232318
3777,1592670,Team Soda,Bilibili Game,Unity,"['Shooter', 'Platform']","['Action', 'Science fiction']",['Single player'],171963,2026-05-24 13:34:30.021942
3778,1593030,thejunt,,Unity 2018,"['Simulator', 'Strategy', 'Indie']","['Science fiction', 'Sandbox']",['Single player'],123998,2026-05-24 13:34:30.821872
3779,1593500,SIE Santa Monica Studio,Sony Interactive Entertainment,,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']","['Action', 'Fantasy', 'Historical']",['Single player'],19560,2026-05-24 13:34:31.714016
3780,1594320,MaFi Games,MaFi Games,Unity,"['Simulator', 'Strategy', 'Indie']","['Survival', 'Sandbox']",['Single player'],150100,2026-05-24 13:34:32.504166
3781,1594940,Sunny Side Up,SK Telecom,Unity,"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie']",['Fantasy'],['Single player'],130577,2026-05-24 13:34:33.323258
3782,1599020,Splashteam,tinyBuild,,"['Platform', 'Puzzle', 'Adventure', 'Indie', 'Arcade']","['Action', 'Science fiction']",['Single player'],152267,2026-05-24 13:34:35.024727
3783,1599600,It’s happening,Yogscast Games,,"['Simulator', 'Strategy', 'Indie']","['Action', 'Business', 'Party']","['Single player', 'Multiplayer', 'Co-operative']",151353,2026-05-24 13:34:35.927039
3784,1600530,3D Aim Trainer,3D Aim Trainer,,"['Shooter', 'Simulator']",['Action'],['Single player'],133615,2026-05-24 13:34:36.729807
3785,1602010,P Studio,Atlus,,"['Fighting', 'Visual Novel']",['Action'],"['Single player', 'Multiplayer']",11445,2026-05-24 13:34:37.520888
3786,1604000,Nikita Kryukov,Nikita Kryukov,renpy,"['Adventure', 'Indie', 'Visual Novel']",['Horror'],['Single player'],159720,2026-05-24 13:34:38.314661
3787,1604030,Stunlock Studios,Tencent Games,Unity 2022,"['Role-playing (RPG)', 'Adventure']","['Action', 'Survival', 'Sandbox', 'Open world']","['Single player', 'Multiplayer', 'Co-operative']",148228,2026-05-24 13:34:39.113376
3788,1605220,Shiro Games,Funcom,,"['Real Time Strategy (RTS)', 'Strategy', 'Tactical']","['Science fiction', '4X (explore, expand, exploit, and exterminate)']","['Single player', 'Multiplayer', 'Co-operative']",185253,2026-05-24 13:34:39.926077
3789,1606340,Illwinter Game Design,,,"['Strategy', 'Indie']",[],"['Single player', 'Multiplayer', 'Co-operative']",155913,2026-05-24 13:34:41.513069
3790,1607680,SandCastles Studio,Apogee Entertainment,Unity,"['Platform', 'Indie']","['Action', 'Party']","['Single player', 'Multiplayer', 'Co-operative']",204524,2026-05-24 13:34:42.308233
3791,1608070,Square Enix Creative Business Unit I,Square Enix,Unreal Engine 4,['Role-playing (RPG)'],"['Action', 'Science fiction']",['Single player'],205201,2026-05-24 13:34:43.108672
3792,1608230,Wishfully,Thunderful,,"['Platform', 'Puzzle', 'Adventure']","['Action', 'Science fiction']",['Single player'],348200,2026-05-24 13:34:43.916027
3793,1610440,BearBoneStudio,BearBoneStudio,Unity,"['Role-playing (RPG)', 'Adventure', 'Indie']","['Science fiction', 'Thriller', 'Drama']",['Single player'],152379,2026-05-24 13:34:44.811833
3794,1611430,SOFTSTAR Entertainment,SOFTSTAR Entertainment,,"['Puzzle', 'Adventure']","['Action', 'Horror', 'Survival']",['Single player'],193312,2026-05-24 13:34:45.700702
3795,1611600,Eugen Systems,Eugen Systems,,"['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Indie']","['Action', 'Historical', 'Warfare']","['Single player', 'Multiplayer', 'Co-operative']",187246,2026-05-24 13:34:46.492609
3796,1611910,Complex Games,Frontier Foundry,,"['Role-playing (RPG)', 'Strategy', 'Tactical']","['Fantasy', 'Science fiction']",['Single player'],152266,2026-05-24 13:34:47.385385
3797,1615290,Bad Vices Games,Troglobytes Games,,"['Simulator', 'Indie']","['Horror', 'Business']",['Single player'],173033,2026-05-24 13:34:48.173887
3798,1619450,,,,"['Role-playing (RPG)', 'Adventure']",[],[],200204,2026-05-24 13:34:49.041007
3799,1621070,TFL Games,TFL Games,,"['Shooter', 'Adventure', 'Indie']","['Action', 'Survival']","['Single player', 'Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",158761,2026-05-24 13:34:49.835904
3800,1621690,Pugstorm,Fireshine Games,Unity,"['Role-playing (RPG)', 'Adventure', 'Indie']","['Action', 'Survival', 'Sandbox', 'Kids', 'Open world', 'Mystery']","['Single player', 'Multiplayer', 'Co-operative']",152127,2026-05-24 13:34:50.751435
3801,1622910,The Chinese Room,Secret Mode,Unreal Engine 5,"['Adventure', 'Indie']","['Action', 'Fantasy', 'Science fiction', 'Horror', 'Stealth']",['Single player'],252837,2026-05-24 13:34:51.650941
3802,1623730,PocketPair,PocketPair,Unreal Engine 5,"['Shooter', 'Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']","['Action', 'Survival', 'Sandbox', 'Open world']","['Single player', 'Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",151665,2026-05-24 13:34:52.559824
3803,1623940,Dimfrost Studio,Dimfrost Studio,Unreal Engine 4,"['Platform', 'Puzzle', 'Adventure', 'Indie']","['Action', 'Fantasy', 'Horror', 'Survival']",['Single player'],152124,2026-05-24 13:34:53.377597
3804,1627140,Krisalis Software,,,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical']",['Warfare'],['Single player'],12757,2026-05-24 13:34:54.975518
3805,1627720,Round8 Studio,Neowiz,Unreal Engine 4,"['Role-playing (RPG)', 'Adventure']","['Action', 'Horror', 'Open world']",['Single player'],148241,2026-05-24 13:34:55.770787
3806,1629520,Max Inferno,Secret Mode,Unity,"['Puzzle', 'Indie']","['Comedy', 'Kids']",['Single player'],152180,2026-05-24 13:34:56.561745
3807,1637140,Rivernotch Game Studio,Rivernotch Game Studio,,"['Fighting', 'Shooter', 'Indie']","['Action', 'Fantasy']","['Single player', 'Multiplayer', 'Co-operative']",152852,2026-05-24 13:34:58.138059
3808,1637320,Bippinbits,Raw Fury,Godot Engine,"['Tactical', 'Indie', 'Arcade']","['Action', 'Science fiction', 'Survival']","['Single player', 'Multiplayer', 'Co-operative']",200611,2026-05-24 13:34:59.001159
3809,1637730,Andrew Willman,Andrew Willman,,"['Platform', 'Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Adventure', 'Indie']","['Fantasy', 'Mystery']",['Single player'],181444,2026-05-24 13:34:59.814486
3810,1639790,Slid Studio,,Unreal Engine 4,"['Adventure', 'Indie']","['Action', 'Fantasy']",['Single player'],165179,2026-05-24 13:35:00.707744
3811,1641960,Far From Home,Far From Home,Unreal Engine 4,"['Simulator', 'Adventure']","['Action', 'Science fiction', 'Survival']","['Single player', 'Multiplayer', 'Co-operative']",187096,2026-05-24 13:35:01.532667
3812,1643310,Realmforge Studios,Kalypso Media,,"['Real Time Strategy (RTS)', 'Simulator', 'Strategy']","['Fantasy', 'Comedy']","['Single player', 'Multiplayer', 'Co-operative']",215915,2026-05-24 13:35:02.329337
3813,1643320,GSC Game World,GSC Game World,Unreal Engine 5,"['Shooter', 'Role-playing (RPG)', 'Adventure']","['Action', 'Horror', 'Survival', 'Open world']",['Single player'],101440,2026-05-24 13:35:03.233269
3814,1644960,Visual Concepts,2K,,"['Simulator', 'Sport']",[],"['Single player', 'Multiplayer', 'Co-operative']",158594,2026-05-24 13:35:04.206250
3815,1645820,,,Unreal Engine 5,"['Shooter', 'Adventure', 'Indie']","['Action', 'Survival', 'Open world']",['Single player'],153225,2026-05-24 13:35:04.999489
3816,1646850,Burak Dabak,Burak Dabak,,"['Shooter', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie']","['Action', 'Science fiction']",['Single player'],190118,2026-05-24 13:35:05.807961
3817,1647160,Cosmic Adventure Squad,Cosmic Adventure Squad,Unity,"['Platform', 'Puzzle', 'Indie']","['Fantasy', 'Comedy']",['Single player'],146544,2026-05-24 13:35:06.596746
3818,1648390,UncannyKiwi,UncannyKiwi,Unity 2022,"['Simulator', 'Sport', 'Indie']",[],"['Single player', 'Multiplayer']",152451,2026-05-24 13:35:07.393036
3819,1649080,Two Point Studios,Sega,Unity,"['Simulator', 'Strategy', 'Indie']","['Action', 'Comedy', 'Business', 'Sandbox']",['Single player'],150512,2026-05-24 13:35:08.200894
3820,1649240,,,,"['Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie']",['Action'],['Single player'],267447,2026-05-24 13:35:09.009884
3821,1651560,Grenaa Games,Dear Villagers,Unity,"['Simulator', 'Strategy', 'Indie']",['Sandbox'],['Single player'],231098,2026-05-24 13:35:09.814083
3822,1651880,,,,"['Adventure', 'Indie']",[],['Single player'],152648,2026-05-24 13:35:10.638859
3823,1651960,Choice Provisions,Riot Forge,Unity,"['Music', 'Platform', 'Indie', 'Arcade']",['Action'],['Single player'],180299,2026-05-24 13:35:11.434561
3824,1654660,Fireplace Games,Fireplace Games,Unreal Engine 5,"['Fighting', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']","['Action', 'Fantasy', 'Historical', 'Comedy']",['Single player'],104970,2026-05-24 13:35:12.237615
3825,1656780,,,,"['Simulator', 'Indie', 'Arcade']",[],['Single player'],277007,2026-05-24 13:35:13.052415
3826,1657630,Monomi Park,Monomi Park,Unity,"['Shooter', 'Simulator', 'Adventure', 'Indie']","['Action', 'Fantasy', 'Open world']",['Single player'],152243,2026-05-24 13:35:13.890422
3827,1659040,IO Interactive,IO Interactive,Glacier 2,"['Shooter', 'Tactical', 'Adventure']","['Action', 'Thriller', 'Stealth', 'Sandbox']",['Single player'],233571,2026-05-24 13:35:15.649453
3828,1659420,Naughty Dog,Sony Interactive Entertainment,Naughty Dog Engine,"['Shooter', 'Adventure']","['Action', 'Historical']",['Single player'],168670,2026-05-24 13:35:16.468708
3829,1660080,Astrolabe Interactive Inc.,Funcom,Unity,"['Simulator', 'Adventure', 'Indie']","['Action', 'Survival', 'Sandbox', 'Open world']","['Single player', 'Multiplayer', 'Co-operative']",204375,2026-05-24 13:35:17.287381
3830,1662940,GenemesicX,GenemesicX,,['Indie'],[],"['Single player', 'Multiplayer', 'Co-operative']",157258,2026-05-24 13:35:18.175857
